image_link,group_id,entity_name,entity_value,tesseract,doctr,easyocr,kerasocr,ensemble_output
https://m.media-amazon.com/images/I/51l3gk++5hL.jpg,858439,height,45.0 centimetre,¥ Adjustable Stainless Steel Poles Xx No More Bend Over Kneel Down for Sweeping 10.5cm (4.1in) “4 8cm (3.1in) 45cm (17.7in) 157cm (61.8in) 121cm (47.6in),Adjustable Stainless Steel Poles X No More Bend Over Kneel Down for Sweeping P a 157cm 121cm (61.8in) (47.6in) 10.5cm (4.1in) 8cm (3.1in) 45cm (17.7in),Adjustable Stainless Steel Poles X No More Bend Over Kneel Down for Sweeping 157cm 121cm (61.8in) (47.6in) 10.5cm (4.1in) 8cm (3.1in) 45cm (17.7in),adjustable stainless steel poles over kneel no more bend down for sweeping l x 157cm 121cm 618in 4tbin 105cm amin 8cm 13 1in 45cm izzin,¥ Adjustable Stainless Steel Poles Xx No More Bend Over Kneel Down for Sweeping 10.5cm (4.1in) “4 8cm (3.1in) 45cm (17.7in) 157cm (61.8in) 121cm (47.6in)
https://m.media-amazon.com/images/I/51JxHTOIjWL.jpg,416664,height,490.0 millimetre,"1,7 m Cable wo.uDED Se 490 mm X ee, a","1,7 m Cable 490 mm 160 mm INCLUDED 270 mm","1,7 m Cable 490 mm 160 mm INCLUDED 270 mm",cable 17 m 490 mm 160 mm included 270 mm,cable 17 m 490 mm 160 mm included 270 mm
https://m.media-amazon.com/images/I/519Pg6vTHmL.jpg,752266,height,80.0 millimetre,Ae St x 175mm —s—sSSSSSSSS 7M Le -,44413 175mm 175mm 80mm,Alt(7 175mm 175mm 8Omm,natiz 1z6mm 1z5mm bomm,44413 175mm 175mm 80mm
https://m.media-amazon.com/images/I/51-6kHisPYL.jpg,916768,height,6.3 centimetre,6.3 CM,A 5 20 CA CA 1,3 11 20 CM CM,s y 20 cm cm 11,6.3 CM
https://m.media-amazon.com/images/I/61B59-X1GoS.jpg,931856,height,23.6 inch,23.6in 12.5in,- -,F F,s,23.6in 12.5in
https://m.media-amazon.com/images/I/51IAhuCY8JL.jpg,187993,height,40.0 centimetre,7cm POWELI RE WwW Ot,7 cm - Turbo POWELID Woulimex quickchef 5 1000W 9 A,7 cm Tubo POWELI TechNoloGy 1 Moulinex quickchef 8 1OOOW 8,z cm turbo dx poweli ecanology woulinex e quickchef 100ow 8,z cm turbo dx poweli ecanology woulinex e quickchef 100ow 8
https://m.media-amazon.com/images/I/5118W37r-hL.jpg,529606,height,3.8 centimetre,3.8cm Z2ZeEm ADVENT 1.5 inch candles set of 36 3 hours each candle burning time,3.8cm 2cm ADVENT 1.5 inch candles set of 36 3 hours each candle burning time,3.8cm 2cm ADVENT 1.5 inch candles set of 36 3 hours each candle burning time,b8cm 2cm advent inch candles of 36 15 set 3 hours each candle burning time,b8cm 2cm advent inch candles of 36 15 set 3 hours each candle burning time
https://m.media-amazon.com/images/I/51H0uzLPAAL.jpg,758128,height,79.0 inch,"= 112.00 _ = 91.00 = Ceiling Height 79” Wall Height 68"" 162.00 Collapsed: 68” X 13.5” X 13.5” 5 sides 132 sq ft. 73 Ibs.","12.00 91.00 Ceiling Height 79"" 162.00 Wall Height 68"" 162.00 Collapsed: 68"" X13.5"" X 13.5"" 5sides 132 Sq ft. 73 Ibs. An 91.00 116.00","112.00 91.00 Ceiling Height 79"" 162.00 Wall Height 68"" 162.00 Collapsed: 68"" X 13.5' X13.5' 5 sides 132 sq ft: 73 Ibs. , Qo 91 _ 116.00 .00",112 oo 915 o0 791 ceiling height 681 height wall 162 00 162 oo w x1351 51 68 x13 collapsedi s sides 5 ft 132 sq lbs 73 36 o0 oo 11 s 00 116,"= 112.00 _ = 91.00 = Ceiling Height 79” Wall Height 68"" 162.00 Collapsed: 68” X 13.5” X 13.5” 5 sides 132 sq ft. 73 Ibs."
https://m.media-amazon.com/images/I/51Hsn004zbL.jpg,311997,height,21.8 centimetre,. Transparent color:25*18.5*21 scm] story,Small Transparent color:25*18.5*21.8cm 2story I - - MRLN 25cm,Small Transparent color25*18.5*21.8cm 1 18 25cm Zstory 9,small color25x 18521 transparent 8cm 2story s 18 5cm 25cm,. Transparent color:25*18.5*21 scm] story
https://m.media-amazon.com/images/I/51DjfgkpNNL.jpg,916768,height,32.5 centimetre,"GN 2 3 35,4 x 32,5 cm 1 3 1 6 1 6 1 9 119 1 9","GN 2 3 35,4 X 32,5 cm 1 3 1 6 1 6 1 9 1 9 1 9","GN 2 3 35,4x 32,5 cm 1 3 1 6 1 6 1 9 1 9 1 9",gn 213 354 325 cm x 113 116 116 19 119 19,gn 213 354 325 cm x 113 116 116 19 119 19
https://m.media-amazon.com/images/I/51RP9eozFkL.jpg,988675,height,1.1 inch,1.1 in 3.0. cm 1.1 in 2.8.cm,- aV - 1.1 in 3.0 cm 1.1 in 2.8 cm,1.1 in 3.0 cm 1.1 in 2.8 cm,30 cm l in 1 14 28 cm l in 111,1.1 in 3.0 cm 1.1 in 2.8 cm
https://m.media-amazon.com/images/I/610nbAQqmwL.jpg,558832,height,15.0 centimetre,Total: 300PCS 15CM 5.9in 10CM 3.9in,1018:300PES 1U . BRAND * * * SEALING TAPE REMOVE LINER TO EXPC - 10CM 3.9in,Total: 3OOPCS IIU BRAND SEALiNG TAP E REMOVE LINER To EXP ( 1 1OCM 3.9in,3oopcs total inu brand sealing tape remove liner to expc t iocmibin,Total: 300PCS 15CM 5.9in 10CM 3.9in
https://m.media-amazon.com/images/I/5160R-aNNZL.jpg,292475,height,2.4 inch,Normal Capacity Maximum Capacity BB,7oz 8 OZ Normal Capacity Maximum Capacity 6PCS 4.3 in 2.41 in,7 OZ 8 0z Normal Capacity Maximum Capacity 6Pcs 4.3 in 2.4 in,opcs zoz 8 oz normal capacity maximum capacity 43 in 24 in,7oz 8 OZ Normal Capacity Maximum Capacity 6PCS 4.3 in 2.41 in
https://m.media-amazon.com/images/I/81DDJMXavfL.jpg,459516,item_volume,4.0 fluid ounce,"NATURAL 4 3 SWEETNESS WITH VEGETABLE GLYCERIN i NO SUGAR. . E ALCOHOL, By utilizing vegetable glycerin, ; = our alcohol-free tinctures Ba deliver a naturally sweet taste .° S without the addition of sugar.","Lild &. . NATURAL organlc SWEETNESS WITH VEGETABLE GLYÇERIN - UA - - SUGAR. NO ALCOHOL. Wild & PREMIUM organlc QUALITY AT LIQUID DROPS LION'S MANE lhid party MADA M (egu) By utilizing vegetable glycerin, std USA our alcohol-free tinctures Alcohol-free Dietary supplement 4floz deliver a naturally sweet taste without the addition of sugar.","wild & NATURAL organic SWEETNESS WITH VEGETABLE GLYCERIN SUGAR: NO ALCOHOL. wild & PREMIUM QUALITY organie LIQUID DROPS LION'S MANE Iitd pady (egan USA By utilizing vegetable glycerin, our alcohol-free tinctures Alcohol-free supplement 4floz deliver a naturally sweet taste without the addition of sugar: Made Dietary",wild e natural oroanic sweetness vegetable glycerin with sugar no alcohol wild 8 premium organic quality liquid drops lions mane made thid vegan paty tstd usa utilizing vegetable glycerin by alcoholfree tinctures our alcoholfree 4 floz dietary supplement deliver naturally taste sweet a addition without of the sugar,"NATURAL 4 3 SWEETNESS WITH VEGETABLE GLYCERIN i NO SUGAR. . E ALCOHOL, By utilizing vegetable glycerin, ; = our alcohol-free tinctures Ba deliver a naturally sweet taste .° S without the addition of sugar."
https://m.media-amazon.com/images/I/71BM875VzSL.jpg,120569,item_volume,100.0 millilitre,,1ri MENTAS MA je M LIPOTROP a a Appetizer KBMRSET CUNOGAFTON T MENTAS 1 lm LIPOTROP Appetizer BDAs laeoar Chucker Mtr & fiunction Booster - - monanes - - 4 g - - - 100ml. Function Booster Liver Antioxint &A,6 Ewpn Iohm MMEAIL Uitddaua A LIPOTROP Appetizer Chker ICT Ju 8 Booster & Iotn WMENIAS 67 LipotrOP tv Appetizer La TIVETTE La Fuictlon Antl Oxidant Laela #tiemge Hn 10Omi: Booster Function Anti Oxidant Liver,wm umenitas mar lipotrop d k appetizer smen punntf uumenas tlred alien lipotrop atlh appetizer inss chiates u lon unction iunos booster ant oxidant sons a r hens 1ooml booster function antioxidant liver 8,6 Ewpn Iohm MMEAIL Uitddaua A LIPOTROP Appetizer Chker ICT Ju 8 Booster & Iotn WMENIAS 67 LipotrOP tv Appetizer La TIVETTE La Fuictlon Antl Oxidant Laela #tiemge Hn 10Omi: Booster Function Anti Oxidant Liver
https://m.media-amazon.com/images/I/71UPB8QjSbL.jpg,916768,item_volume,11.0 millilitre,3 in 1 portable convenience 11 ml hidden jar,3iniportable convenience container for wax also included---at the back ofthe set 11 ml hidden jar,3 in 1 portable convenience container for wax also included---at the back ofthe set 11 ml hidden jar,portable convenience 3in l includedrat back ofthe container for also the set wax hidden ilml jar,3 in 1 portable convenience 11 ml hidden jar
https://m.media-amazon.com/images/I/61w3UZZsAlL.jpg,459516,item_volume,100.0 millilitre,NUTRITION*PRO HUILE DE NIGELLE D'ETHIOPIE (Habachiya) SANTE+IMMUNITE Certifiée pure et naturelle Préssée a froid,NUTRITION-PRO HULE DE NIGELLE D'ÉTHIOPIE (Habachiya) SANTÉ-IMMUNITE Certifiée pure et naturelle Préssée à froid MLTHTOM 100ml pini ISGINE,NUTRITION PRO HUILE DE NIGELLE D'ETHIOPIE (Habachiya) SANTE - IMMUNITI Certifiee pure et naturelle Pressee a froid 1OOml Wuot DeLE,nutritionpro huile de nigelle dethiopie habachiyal immunite santeo naturelle certifiee et pure froid pressee a ninon draes 10oml cus,nutritionpro huile de nigelle dethiopie habachiyal immunite santeo naturelle certifiee et pure froid pressee a ninon draes 10oml cus
https://m.media-amazon.com/images/I/51nlilm7AWL.jpg,369753,item_volume,15.0 millilitre,"Use Instruction Three modes: Importing, Soothing, Lifting Importing mode fits to use with facial cream, soothing and lifting modes fit to be use separately after cleansing face Tightening massage mode to build natural V-shaped face Press mode twice, entering into tightening massage mode, 2 second later starting work. Soothing massage mode to sooth facial skin smooth fine lines Press mode once, entering into tightening massage mode, 2 second later starting work. mporting massage mode to promote skin absorption of facial mask and skin care products ‘Tum on the mask, ight the screen, 2 seconds starting vibration","Use nstruction Three modes: importing, Soothing, Litting Importing mode fits to use with facial cream, soothing and ifting modes fit to be use separately atter cleansing face Tightening massage modeto build natural 5 1 V-shaped face agafe Ls - Press mode twice, entering into ightening massage mode, 2 second later starting work. Soothing massage mode to sooth facial skin, smooth fine lines a - : - Press mode once, entering into tightening massage mode, 2 second later starting work. mporting massage mode to promote skinabsorption offacial mask and skin care products pvis a - Tum on the mask, light the screen, 2 seconds starting vibration","Use Instruction Three modes: Importing, Soothing Importing mode fits to use with facial cream, soothing and lifting modes fit to be use separately after cleansing face Tightening massagc modc to build natural V-shaped face Press mode twice, entering into tightening massage mode 2 second later starting Soothing massage mode t0 sooth facial skin; smooth fine lines Press mode once, entering into tightening massage mode; 2 second later starting work mporting massage mode to promote skin absorption of facial mask and skin care products Tum on the mask; light the screen; 2 seconds starting vibration Lifting work",use instruction three soothing liting modes imporing importing fits facial soothing lifting mode to with and use cream ft be after cleansing face modes to separately use tightening mode to build natural massage vshaped face ne twice into ightening press mode entering z second starting mode later work massage soothing sooth facial skin mode to massage smooth fine lines ce press entering into tightening tus mode once massage 2 later starting mode second work mporting skin absorption mode to promote massage of facial mask and skin products care e turn the mask light the 2 seconds on screen starting vibration,"Use nstruction Three modes: importing, Soothing, Litting Importing mode fits to use with facial cream, soothing and ifting modes fit to be use separately atter cleansing face Tightening massage modeto build natural 5 1 V-shaped face agafe Ls - Press mode twice, entering into ightening massage mode, 2 second later starting work. Soothing massage mode to sooth facial skin, smooth fine lines a - : - Press mode once, entering into tightening massage mode, 2 second later starting work. mporting massage mode to promote skinabsorption offacial mask and skin care products pvis a - Tum on the mask, light the screen, 2 seconds starting vibration"
https://m.media-amazon.com/images/I/71k-HrQnxwL.jpg,916768,item_volume,118.0 millilitre,,8.9in (22.6 cm) 1CUP (237 mL) 11 3 6.5in CUP (16.5 cm) (315 mL) 1 2 1 2 CUP CUP (118 mL) (118 mL) 2in (5.1 cm),8.9 in (22.6 cm) L 1 CUP (237 mL) 1 1 3 6.5 in (16.5 cm) CuP (315 mL) 1 2 1 2 CUP CUP (118 mL) (118 mL) 2 in (5.1 cm),89 in 226 cm cup 1 237 mly 113 65 in cup 165 cm 12 12 315 mly cup cup c18 mly c18 mly 2 in 51 cm,89 in 226 cm cup 1 237 mly 113 65 in cup 165 cm 12 12 315 mly cup cup c18 mly c18 mly 2 in 51 cm
https://m.media-amazon.com/images/I/61hoWy-HKlL.jpg,916768,item_volume,500.0 millilitre,"CLEANING BRUSH Size matching, excellent cleaning effect (¢","CLEANINGBRUSH Size matching, excellent cleaning effect 9 8 B a 3 3 3 a & & a à - & e","CLEANING BRUSH Size matching, excellent cleaning effect 8 9 € € g ! 8 1 8 1 g 1 8",cleaning brush size matching excellent cleaning effect s 8 550 50oml 450 40oml 850 3ooml 250 20oml 6 g,"CLEANING BRUSH Size matching, excellent cleaning effect (¢"
https://m.media-amazon.com/images/I/51ffX-feHpL.jpg,459516,item_volume,30.0 millilitre,,"- ) - a - M d - à GP - - - - MEDIVENTURES - (GP) - S - GP's - W IGP's IMMUNO - 3 IMMUNO3 Ta p - Haly Bmill Turmeric, Ashwagandha Holy Basil omr 30ml","IGP medivENTURES IGP' s IGP's IMMUNO 3 IMMUNO } Tucinecic, Aabwagandha Holy Basil 30 ml",n e e igp mediventures igp s igp s immunok immunos or uned lummeric ashwagandha holy basil 30 ml,n e e igp mediventures igp s igp s immunok immunos or uned lummeric ashwagandha holy basil 30 ml
https://m.media-amazon.com/images/I/71azz+IWBIL.jpg,459516,item_volume,33.8 fluid ounce,"SILICON SUPPORTS JOINTS AND BONES 2 SILICON TO B EAU} IF SKIN, HAIR ANDINA S38 FLOZ (1.05 QT) IL DIETARY SUPPLEMENT 66S","ORGONO LMING SLICA Mlavilbaped COLLAGEN BOOSTER SILICON SUPPORTS JOINTS AND BONESI 375 ABSORPTION GREATER 2 SILICONI TO BEAUTIFY SKIN, HAIR AND NAIL * - 33.8 FLOZ (1.05QT) 1L DIETARY SUPPLEMENT 66SERVNGS","ORGONO LIVING SILICA KlantKaged COLLAGEN BOOSTER' 1 SILICON SUPPORTS JOINTS AND BONES 375 GREATER Absorption 2 SILICoNTO BEAUTIEY SKIN, HAIR AND NAIL' 33.8 FL OZ (1.05 QT) IL SUPPLEMENT 66 SERVINGS DIETARY",orgono living silica oow bayed booster collagen t silicon supports joints and bonest 37510 greater absorption 2 silicon beautify to skin hair and nail 1l 338 fl qt oz 105 servings dietary supplement 66,orgono living silica oow bayed booster collagen t silicon supports joints and bonest 37510 greater absorption 2 silicon beautify to skin hair and nail 1l 338 fl qt oz 105 servings dietary supplement 66
https://m.media-amazon.com/images/I/caDEyEaRMCm.jpg,884560,item_volume,16.0 fluid ounce,Error: cannot identify image file <_io.BytesIO object at 0x000002BD7486ECA0>,Error: cannot identify image file <_io.BytesIO object at 0x7889526a2700>,Error,Error downloading image from https: m.media-amazon.com images I caDEyEaRMCm.jpg: 404 Client Error: Not Found for url: https: m.media-amazon.com images I caDEyEaRMCm.jpg,Error: cannot identify image file <_io.BytesIO object at 0x7889526a2700>
https://m.media-amazon.com/images/I/612yl9IUIDL.jpg,120569,item_volume,946.0 millilitre,"Pet-A-Lyte™ Oral Electrolyte Solution Replaces Fluid Lost From ‘Omiting, Dehydration, Diarrhea Availab) For 009: Vete,72 & Through ight S, Wterinariang Only of! eh oz) a lat","VETCLASSICS. TM Pet-A-Lyte Oral Electrolyte Solution Replaces Fluid Lost From Vomiting, Dehydration, Diarrhea Avalable Through Net Weight For & Cats Dogs Vetermarans Only 946 mL (32 f. oz","VETCLASSICS: TM Pet-A-Lyte"" Oral Electrolyte Solution Replaces Fluid Lost From Dehydration; For Dogs Net Weight & Cats 946 mL (32 f. oz) Vomiting; Diarrhea Available Through Veterinarians Only",vetclassics tm petalyte oral electrolyte solution replaces from fluid lost vomiting diarrhea dehydration dogs available for through veterinarians weight net cats 8x only ozl fl 32 946 ml,"VETCLASSICS: TM Pet-A-Lyte"" Oral Electrolyte Solution Replaces Fluid Lost From Dehydration; For Dogs Net Weight & Cats 946 mL (32 f. oz) Vomiting; Diarrhea Available Through Veterinarians Only"
https://m.media-amazon.com/images/I/81m6If+LMSL.jpg,459516,item_volume,200.0 millilitre,,1 VERZEHR- EMPFEKLUNC tàglich 1 Kapsel Wasser mit 200 ml Essen vor dem Verzehren De,1 dem BIOTANICAA VERZEHR- EMPFEHLUNG taglich Kapsel' Wasser ml 200 mit Essen vor verzehren,verzehr empfehlung taglich kapsel wasser 1 ml 200 mit essen dem vor verzehren biotanicas,verzehr empfehlung taglich kapsel wasser 1 ml 200 mit essen dem vor verzehren biotanicas
https://m.media-amazon.com/images/I/61QehjLWPRL.jpg,916768,item_volume,350.0 millilitre,1200 ML 10 CM 65U IVIL IND ST,1200 ML 10 CM 650 ML 8.5 CM 350 ML 6 CM 250 ML 5 CM 6 R 9 9 CO - 3 9,1200 ML 10 CM 650 ML 8.5 CM 350 ML 6 CM 250 ML 5 CM 2 2 ? 2,1200 ml 650 ml 10 cm 85 cm 350 ml cm 6 250 ml cm 5 s s 5 s,1200 ml 650 ml 10 cm 85 cm 350 ml cm 6 250 ml cm 5 s s 5 s
https://m.media-amazon.com/images/I/81F9XzYb+GL.jpg,281678,item_volume,1.0 litre,,LEMON ICE TEA perportion (250m) 216kJ 52 kcal * Rerm00m 86N 2kcal Lipton femon AOCROLASS 100 REBDONNTD EIAVOURED DOB TEA,LEMON ICE TEA perc (250ml)3 216 kJ 52 kcal 3 * Per dOOmlb 86kJE2dkcal 05 Lipton Penon 1L IGB portion TASTE 100 REFRESHING WATER IL OF FLAVOURED To ADD TE,tea ice lemon portion per rsomlb kj 216 kcal 52 3 0lo 1oomlb per kcal 86k121 lipton do taste 10000 lemon refreshing ll water of ilo flavoured addto tea lce,LEMON ICE TEA perportion (250m) 216kJ 52 kcal * Rerm00m 86N 2kcal Lipton femon AOCROLASS 100 REBDONNTD EIAVOURED DOB TEA
https://m.media-amazon.com/images/I/61ZHfGgV6FL.jpg,557758,item_volume,100.0 millilitre,"Nutritional Information Per 100m! Pet 300ml NRV* Energy Energy Fat of which Saturates Carbohydrate of which Sugars Protein Salt SNEAK FOCUS (1951mg) L Tyrosine 1500 mg Caffeine 150 mg L Theanine 100 mg L Choline Bitartrate 100 mg LCarnitine 100 mg Riboflavin 120 yg 8.5 Pantothenic Acid 750 yg 12.5 Biotin 37.5 ug 75 SNEAK HYDRATE (1693mg) Sodium 222 mg Potassium 145 mg 7 Calcium 59 mg 7 Magnesium 51mg 13 SNEAK DRIVE (1090mg) Taurine 1006 mg Vitamin C 82.5 mg 103 Nicotinamide 2.4mg 15 Vitamin B6 210 ug 15 Thiamin 165 yg 15 Folic Acid 30 yg 15 Vitamin B12 0.6 pg 24 Ingredients SNEAK FOCUS (L Tyrosine, Caffeine, L Theanine, Choline Bitartrate, L-Carnitine, Riboflavin, Calcium D-Pantothenate, Biotin), SNEAK HYDRATE (Trisodium Citrate, Magnesium Citrate, Potassium Chloride, Di Calcium Phosphate), SNEAK DRIVE (L Taurine, Vitamin C, Niacin, Vitamin B6, Thiamin, Folic Acid, Vitamin B12), Maltodextrin, Acidity Regulator (Malic Acid), Natural Flavour, Sweeteners (Sucralose, Acesulfame K), Colour (Spirulina), Silicon Dioxide. Allergens No allergens","Nutritional Information Per 100ml Per 300ml NRV* Serving Energy 17kJ 50kJ Energy 4kcal 12kcal Fat Og Og of which Saturates Og Og Carbohydrate 1.0g 3.0g of which Sugars 0.2g 0.5g Protein Og Og Salt 0.19g 0.58g SNEAK FOCUS (1951mg) L Tyrosine 1500 mg Caffeine 150 mg L Theanine 100 mg L Choline Bitartrate 100 mg L Carnitine 100 mg Riboflavin 120 ug 8.5 Pantothenic Acid 750 ug 12.5 Biotin 37.5 ug 75 SNEAK HYDRATE (1693mg) Sodium 222 mg Potassium 145 mg 7 Calcium 59 mg 7 Magnesium 51 mg 13 SNEAK DRIVE (1090mg) Taurine 1006 mg Vitamin C 82.5 mg 103 Nicotinamide 2.4 mg 15 Vitamin B6 210 g 15 Thiamin 165 ug 15 Folic Acid 30 ug 15 Vitamin B12 0.6 ug 24 Ingredients SNEAK FOCUS (L Tyrosine, Caffeine, LTheanine, Choline Bitartrate, L-Carnitine, Riboflavin, Calcium D-Pantothenate, Biotin), SNEAK HYDRATE Trisodium Citrate, Magnesium Citrate, Potassium Chloride, Di Calcium Phosphate), SNEAK DRIVE (L Taurine, Vitamin C, Niacin, Vitamin B6, Thiamin, Folic Acid, Vitamin B12), Maltodextrin, Acidity Regulator (Malic Acid), Natural Flavour, Sweeteners (Sucralose, Acesulfame K), Colour (Spirulina), Silicon Dioxide. Allergens No allergens","Nutritional Information Per 10Oml Per 30Oml NRV* Serving Energy 17kJ s0kJ Energy 4kcal 12kcal Fat Og of which Saturates Og Carbohydrate 3.0g of which Sugars 2g 0.5g Protein Og Og Salt 0.19g 0.58g SNEAK FOCUS (1951mg) L Tyrosine 1500 mg Caffeine 150 mg Theanine 100 mg L Choline Bitartrate 100 mg LCarnitine 100 mg Riboflavin 120 pg 8.5 Pantothenic Acid 750 pg 12.5 Biotin 37.5 Hg 75 SNEAK HYDRATE (1693mg) Sodium 222 mg Potassium 145 mg 79 Calcium 59 mg 79 Magnesium 51 mg 13 SNEAK DRIVE (109Omg) Taurine 1006 mg Vitamin C 82.5 mg 103 Nicotinamide 2.4 mg 15 Vitamin B6 210 ug 15 Thiamin 165 jg 15 Folic Acid 30 ug 15 Vitamin B12 0.6 pg 24 Ingredients SNEAK FOCUS (L Tyrosine; Caffeine L Theanine, Choline Bitartrate , L-Carnitine, Riboflavin, Calcium D Pantothenate, Biotin), SNEAK HYDRATE (Trisodium Citrate, Magnesium Citrate Potassium Chloride, Di Calcium Phosphate), SNEAK DRIVE Taurine, Vitamin C, Niacin, Vitamin B6, Thiamin, Folic Acid, Vitamin B12), Maltodextrin, Regulator (Malic Acid), Natural Flavour; Sweeteners (Sucralose, Acesulfame K) , Colour (Spirulina) , Silicon Dioxide. Allergens No allergens Acidity",nutritional information per booml per tooml nrve serving 17kj 5okj energy energy akcal 12kcal fat og og of which saturates og og carbohydrate 10g og 35 of which sugars o2g 05g protein og og salt 019g 058g sneak focus 1951mgl tyrosine l 1500 mg caffeine 150 mg theanine l 100 mg choline bitartrate l 100 mg carnitine l 100 mg riboflavin 120 8500 lg pantothenic acid 750 12500 ug biotin 375 7500 lg sneak hydrate 9693mgl sodium 222 mg potassium 145 z00 mg calcium 59 z00 mg magnesium 51 1300 mg sneak drive ogomgl 1006 taurine mg 10300 825 vitamin c mg 1500 24 nicotinamide mg 210 1500 vitamin b6 lg 165 1500 thiamin lg 30 1500 folic acid hg 016 2400 vitamin b12 ug ingredients caffeiner sneak focus l tyrosine riboflavin choline lcarnitines calcium dpantothenater biotinl theanine bitartrate l sneak hydrate itrisodium chloride calcium citrates magnesium citrater potassium di phosphatell sneak drive l c niacin thiamin folic acid taurine vitamin vitamin b6 b121 maltodextrin regulator imalic acidl natural vitamin acidity flavour sweeteners sucraloser acesulfame colour spirulinal silicon dioxide kl allergens no allergens,"Nutritional Information Per 100ml Per 300ml NRV* Serving Energy 17kJ 50kJ Energy 4kcal 12kcal Fat Og Og of which Saturates Og Og Carbohydrate 1.0g 3.0g of which Sugars 0.2g 0.5g Protein Og Og Salt 0.19g 0.58g SNEAK FOCUS (1951mg) L Tyrosine 1500 mg Caffeine 150 mg L Theanine 100 mg L Choline Bitartrate 100 mg L Carnitine 100 mg Riboflavin 120 ug 8.5 Pantothenic Acid 750 ug 12.5 Biotin 37.5 ug 75 SNEAK HYDRATE (1693mg) Sodium 222 mg Potassium 145 mg 7 Calcium 59 mg 7 Magnesium 51 mg 13 SNEAK DRIVE (1090mg) Taurine 1006 mg Vitamin C 82.5 mg 103 Nicotinamide 2.4 mg 15 Vitamin B6 210 g 15 Thiamin 165 ug 15 Folic Acid 30 ug 15 Vitamin B12 0.6 ug 24 Ingredients SNEAK FOCUS (L Tyrosine, Caffeine, LTheanine, Choline Bitartrate, L-Carnitine, Riboflavin, Calcium D-Pantothenate, Biotin), SNEAK HYDRATE Trisodium Citrate, Magnesium Citrate, Potassium Chloride, Di Calcium Phosphate), SNEAK DRIVE (L Taurine, Vitamin C, Niacin, Vitamin B6, Thiamin, Folic Acid, Vitamin B12), Maltodextrin, Acidity Regulator (Malic Acid), Natural Flavour, Sweeteners (Sucralose, Acesulfame K), Colour (Spirulina), Silicon Dioxide. Allergens No allergens"
